scientific_name,common_name,functional_group,commercial_group,tonnes
Cymatoceps nasutus,Black musselcracker,Large demersals (>=90 cm),Perch-likes,55
Mycteroperca xenarcha,Broomtail grouper,Large demersals (>=90 cm),Perch-likes,7091
Etelis carbunculus,Deepwater red snapper,Large demersals (>=90 cm),Perch-likes,1986
Dicentrarchus labrax,European seabass,Large demersals (>=90 cm),Perch-likes,157214
Eleutheronema tetradactylum,Fourfinger threadfin,Large demersals (>=90 cm),Perch-likes,77080
Mycteroperca microlepis,Gag,Large demersals (>=90 cm),Perch-likes,54008
Stereolepis gigas,Giant seabass,Large demersals (>=90 cm),Perch-likes,3608
Cynoscion virescens,Green weakfish,Large demersals (>=90 cm),Perch-likes,67607
Polyprion oxygeneios,Hapuka,Large demersals (>=90 cm),Perch-likes,1902
Latidae,Lates perches,Large demersals (>=90 cm),Perch-likes,433980
Sciaenops ocellatus,Red drum,Large demersals (>=90 cm),Perch-likes,145067
Pagrus major,Red seabream,Large demersals (>=90 cm),Perch-likes,464160
Petrus rupestris,Red steenbras,Large demersals (>=90 cm),Perch-likes,145
Dicentrarchus,Seabasses,Large demersals (>=90 cm),Perch-likes,165
Pagrus auratus,Silver seabream,Large demersals (>=90 cm),Perch-likes,287731
Hyporthodus niveatus,Snowy grouper,Large demersals (>=90 cm),Perch-likes,4856
Cynoscion stolzmanni,Stolzmanns weakfish,Large demersals (>=90 cm),Perch-likes,2113
Epinephelus aeneus,White grouper,Large demersals (>=90 cm),Perch-likes,144
Anarhichas,Wolffishes,Large demersals (>=90 cm),Perch-likes,7
Anarhichadidae,"Wolffishes, wolfeels",Large demersals (>=90 cm),Perch-likes,0
Hyporthodus flavolimbatus,Yellowedge grouper,Large demersals (>=90 cm),Perch-likes,11345
Morone,Basses,Large demersals (>=90 cm),Perch-likes,214
Lopholatilus chamaeleonticeps,Great northern tilefish,Large demersals (>=90 cm),Perch-likes,3353
Mycteroperca rubra,Mottled grouper,Large demersals (>=90 cm),Perch-likes,0
Morone saxatilis,Striped bass,Large demersals (>=90 cm),Perch-likes,73
Hyporthodus nigritus,Warsaw grouper,Large demersals (>=90 cm),Perch-likes,1922
Alectis ciliaris,African pompano,Large pelagics (>=90 cm),Perch-likes,34184
Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,2587547
Pomatomus saltatrix,Bluefish,Large pelagics (>=90 cm),Perch-likes,143773
Scomberomorus semifasciatus,Broadbarred king mackerel,Large pelagics (>=90 cm),Perch-likes,13680
Rachycentron canadum,Cobia,Large pelagics (>=90 cm),Perch-likes,236236
Rachycentridae,Cobias,Large pelagics (>=90 cm),Perch-likes,66972
Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,1942573
Coryphaena,Dolphinfishes,Large pelagics (>=90 cm),Perch-likes,295505
Sphyraena barracuda,Great barracuda,Large pelagics (>=90 cm),Perch-likes,135287
Sphyraena guachancho,Guachanche barracuda,Large pelagics (>=90 cm),Perch-likes,178
Scomberomorus niphonius,Japanese Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,1138484
Lichia amia,Leerfish,Large pelagics (>=90 cm),Perch-likes,1442
Scombridae,"Mackerels, tunas, bonitos",Large pelagics (>=90 cm),Perch-likes,7458376
Scomberomorus commerson,Narrowbarred Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,6878344
Scomberomorus sierra,Pacific sierra,Large pelagics (>=90 cm),Perch-likes,79887
Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,368976
Echeneidae,Remoras,Large pelagics (>=90 cm),Perch-likes,1416
Scomberomorus brasiliensis,Serra Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,341631
Scomberomorus,Spanish mackerels,Large pelagics (>=90 cm),Perch-likes,8859892
Scomberomorus lineolatus,Streaked seerfish,Large pelagics (>=90 cm),Perch-likes,33949
Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,368339
Acanthocybium,Wahoos,Large pelagics (>=90 cm),Perch-likes,8
Caranx sexfasciatus,Bigeye trevally,Large reef assoc. fish (>=90 cm),Perch-likes,65208
Mycteroperca bonaci,Black grouper,Large reef assoc. fish (>=90 cm),Perch-likes,28882
Plectropomus laevis,Blacksaddled coralgrouper,Large reef assoc. fish (>=90 cm),Perch-likes,4
Caranx melampygus,Bluefin trevally,Large reef assoc. fish (>=90 cm),Perch-likes,99469
Epinephelus fuscoguttatus,Brownmarbled grouper,Large reef assoc. fish (>=90 cm),Perch-likes,5273
Epinephelus polyphekadion,Camouflage grouper,Large reef assoc. fish (>=90 cm),Perch-likes,13614
Scomberomorus regalis,Cero,Large reef assoc. fish (>=90 cm),Perch-likes,2655
Caranx hippos,Crevalle jack,Large reef assoc. fish (>=90 cm),Perch-likes,155224
Epigonus,Deepwater cardinalfishes,Large reef assoc. fish (>=90 cm),Perch-likes,14
Lutjanus jocu,Dog snapper,Large reef assoc. fish (>=90 cm),Perch-likes,27901
Epinephelus marginatus,Dusky grouper,Large reef assoc. fish (>=90 cm),Perch-likes,3369
Bathygobius soporator,Frillfin goby,Large reef assoc. fish (>=90 cm),Perch-likes,28
Epinephelus lanceolatus,Giant grouper,Large reef assoc. fish (>=90 cm),Perch-likes,38
Caranx ignobilis,Giant trevally,Large reef assoc. fish (>=90 cm),Perch-likes,401502
Gnathanodon speciosus,Golden trevally,Large reef assoc. fish (>=90 cm),Perch-likes,26166
Epinephelus itajara,Goliath grouper,Large reef assoc. fish (>=90 cm),Perch-likes,19712
Seriola dumerili,Greater amberjack,Large reef assoc. fish (>=90 cm),Perch-likes,51529
Bolbometopon muricatum,Green humphead parrotfish,Large reef assoc. fish (>=90 cm),Perch-likes,3305
Aprion virescens,Green jobfish,Large reef assoc. fish (>=90 cm),Perch-likes,41432
Caranx latus,Horseeye jack,Large reef assoc. fish (>=90 cm),Perch-likes,66795
Cheilinus undulatus,Humphead wrasse,Large reef assoc. fish (>=90 cm),Perch-likes,9023
Scomberomorus cavalla,King mackerel,Large reef assoc. fish (>=90 cm),Perch-likes,357716
Plectropomus leopardus,Leopard coralgrouper,Large reef assoc. fish (>=90 cm),Perch-likes,4685
Epinephelus malabaricus,Malabar grouper,Large reef assoc. fish (>=90 cm),Perch-likes,1419
Lutjanus argentimaculatus,Mangrove red snapper,Large reef assoc. fish (>=90 cm),Perch-likes,1338
Epinephelus striatus,Nassau grouper,Large reef assoc. fish (>=90 cm),Perch-likes,12886
Epinephelus coioides,Orangespotted grouper,Large reef assoc. fish (>=90 cm),Perch-likes,158376
Diagramma pictum,Painted sweetlips,Large reef assoc. fish (>=90 cm),Perch-likes,53045
Sphyraena jello,Pickhandle barracuda,Large reef assoc. fish (>=90 cm),Perch-likes,9577
Epinephelus morio,Red grouper,Large reef assoc. fish (>=90 cm),Perch-likes,104707
Plectropomus pessuliferus,Roving coralgrouper,Large reef assoc. fish (>=90 cm),Perch-likes,7596
Ammodytes,Sand eels,Large reef assoc. fish (>=90 cm),Perch-likes,52949
Centropomidae,Snooks,Large reef assoc. fish (>=90 cm),Perch-likes,178121
Trachinotus blochii,Snubnose pompano,Large reef assoc. fish (>=90 cm),Perch-likes,653
Epinephelus analogus,Spotted grouper,Large reef assoc. fish (>=90 cm),Perch-likes,4560
Scomberoides commersonnianus,Talang queenfish,Large reef assoc. fish (>=90 cm),Perch-likes,266540
Pseudocaranx dentex,White trevally,Large reef assoc. fish (>=90 cm),Perch-likes,10079
Carangoides fulvoguttatus,Yellowspotted trevally,Large reef assoc. fish (>=90 cm),Perch-likes,3622
Pentaceros decacanthus,Bigspined boarfish,Medium bathydemersals (30 - 89 cm),Perch-likes,228
Epigonus telescopus,Black cardinal fish,Medium bathydemersals (30 - 89 cm),Perch-likes,36
Emmelichthys nitidus nitidus,Cape bonnetmouth,Medium bathydemersals (30 - 89 cm),Perch-likes,49936
Serranus cabrilla,Comber,Medium bathydemersals (30 - 89 cm),Perch-likes,784
Etelis oculatus,Queen snapper,Medium bathydemersals (30 - 89 cm),Perch-likes,2521
Plagiogeneion rubiginosum,Rubyfish,Medium bathydemersals (30 - 89 cm),Perch-likes,2311
Pristipomoides sieboldii,Lavender jobfish,Medium bathydemersals (30 - 89 cm),Perch-likes,291
Brama brama,Atlantic pomfret,Medium bathypelagics (30 - 89 cm),Perch-likes,29242
Paracaesio stonei,Cocoa snapper,Medium bathypelagics (30 - 89 cm),Perch-likes,1
Seriolella caerulea,White warehou,Medium bathypelagics (30 - 89 cm),Perch-likes,14025
Kuhliidae,Aholeholes,Medium benthopelagics (30 - 89 cm),Perch-likes,1
Pagellus acarne,Axillary seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,7522
Pennahia anea,Bigeye croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,20143
Parastromateus niger,Black pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,2099511
Spondyliosoma cantharus,Black seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,47613
Pagellus bogaraveo,Blackspot seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,3121
Trachurus picturatus,Blue jack mackerel,Medium benthopelagics (30 - 89 cm),Perch-likes,5
Stromateidae,Butterfishes,Medium benthopelagics (30 - 89 cm),Perch-likes,1005365
Isacia conceptionis,Cabinza grunt,Medium benthopelagics (30 - 89 cm),Perch-likes,11385
Pristipomoides macrophthalmus,Cardinal snapper,Medium benthopelagics (30 - 89 cm),Perch-likes,391
Argyrozona argyrozona,Carpenter seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,7061
Pampus chinensis,Chinese silver pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,89551
Pagellus erythrinus,Common pandora,Medium benthopelagics (30 - 89 cm),Perch-likes,74849
Diplodus vulgaris,Common twobanded seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,1
Seriolella brama,Common warehou,Medium benthopelagics (30 - 89 cm),Perch-likes,12085
Paranthias furcifer,Creolefish,Medium benthopelagics (30 - 89 cm),Perch-likes,278
Centropomus,Fat snooks,Medium benthopelagics (30 - 89 cm),Perch-likes,111252
Trachinotus carolinus,Florida pompano,Medium benthopelagics (30 - 89 cm),Perch-likes,7131
Trachurus declivis,Greenback horse mackerel,Medium benthopelagics (30 - 89 cm),Perch-likes,66291
Scarus persicus,Gulf parrotfish,Medium benthopelagics (30 - 89 cm),Perch-likes,2208
Nibea mitsukurii,Honnibe croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,21662
Larimichthys crocea,Large yellow croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,1110344
Dentex macrophthalmus,Largeeye dentex,Medium benthopelagics (30 - 89 cm),Perch-likes,213
Cookeolus japonicus,Longfinned bullseye,Medium benthopelagics (30 - 89 cm),Perch-likes,862
Pomadasys macracanthus,Longspine grunt,Medium benthopelagics (30 - 89 cm),Perch-likes,95
Lobotes pacificus,Pacific tripletail,Medium benthopelagics (30 - 89 cm),Perch-likes,5160
Plagioscion surinamensis,Pacora,Medium benthopelagics (30 - 89 cm),Perch-likes,19
Pagellus,Pandoras,Medium benthopelagics (30 - 89 cm),Perch-likes,8086
Pterogymnus laniarius,Panga seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,39832
Girella tricuspidata,Parore,Medium benthopelagics (30 - 89 cm),Perch-likes,12378
Eleginops maclovinus,Patagonian blennie,Medium benthopelagics (30 - 89 cm),Perch-likes,4934
Paralabrax humeralis,Peruvian rock seabass,Medium benthopelagics (30 - 89 cm),Perch-likes,1461
Trachinotus,Pompanos,Medium benthopelagics (30 - 89 cm),Perch-likes,32736
Sparidae,"Porgies, seabreams",Medium benthopelagics (30 - 89 cm),Perch-likes,6909838
Pagrus pagrus,Red porgy,Medium benthopelagics (30 - 89 cm),Perch-likes,85629
Trachurus lathami,Rough scad,Medium benthopelagics (30 - 89 cm),Perch-likes,90468
Decapterus punctatus,Round scad,Medium benthopelagics (30 - 89 cm),Perch-likes,7284
Sarpa salpa,Salema,Medium benthopelagics (30 - 89 cm),Perch-likes,19944
Peprilus snyderi,Salema butterfish,Medium benthopelagics (30 - 89 cm),Perch-likes,759
Paralabrax,Sand basses,Medium benthopelagics (30 - 89 cm),Perch-likes,225613
Lithognathus mormyrus,Sand steenbras,Medium benthopelagics (30 - 89 cm),Perch-likes,56824
Pennahia argentata,Silver croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,1009325
Pampus argenteus,Silver pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,1931901
Pampus,Silver pomfrets,Medium benthopelagics (30 - 89 cm),Perch-likes,4442235
Seriolella punctata,Silver warehou,Medium benthopelagics (30 - 89 cm),Perch-likes,67814
Isopisthus remifer,Silver weakfish,Medium benthopelagics (30 - 89 cm),Perch-likes,3254
Pagrus,Subtropical seabreams,Medium benthopelagics (30 - 89 cm),Perch-likes,4992
Micropogonias altipinnis,Tallfin croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,2071
Otolithes ruber,Tigertoothed croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,215349
Diplodus,Two-toothed seabreams,Medium benthopelagics (30 - 89 cm),Perch-likes,34211
Seriolella,"Warehous, butterfishes",Medium benthopelagics (30 - 89 cm),Perch-likes,27076
Mugil curema,White mullet,Medium benthopelagics (30 - 89 cm),Perch-likes,65756
Thyrsitops lepidopoides,White snake mackerel,Medium benthopelagics (30 - 89 cm),Perch-likes,2
Rhabdosargus globiceps,White stumpnose,Medium benthopelagics (30 - 89 cm),Perch-likes,3045
Larimichthys polyactis,Yellow croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,3787068
Nibea albiflora,Yellow drum,Medium benthopelagics (30 - 89 cm),Perch-likes,756
Diplodus cervinus cervinus,Zebra seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,17
Micropogonias,American croakers,Medium demersals (30 - 89 cm),Perch-likes,554326
Aplodactylus punctatus,Aplodactylus punctatus,Medium demersals (30 - 89 cm),Perch-likes,326
Umbrina canosai,Argentine croaker,Medium demersals (30 - 89 cm),Perch-likes,753773
Mullus,Atlantic goatfishes,Medium demersals (30 - 89 cm),Perch-likes,48147
Selene setapinnis,Atlantic moonfish,Medium demersals (30 - 89 cm),Perch-likes,73044
Chaetodipterus faber,Atlantic spadefish,Medium demersals (30 - 89 cm),Perch-likes,12327
Acanthopagrus schlegelii,Blackhead seabream,Medium demersals (30 - 89 cm),Perch-likes,40169
Atrobucca nibe,Blackmouth croaker,Medium demersals (30 - 89 cm),Perch-likes,29307
Polydactylus approximans,Blue bobo,Medium demersals (30 - 89 cm),Perch-likes,507
Boops boops,Bogue,Medium demersals (30 - 89 cm),Perch-likes,250034
Percophis brasiliensis,Brazilian flathead,Medium demersals (30 - 89 cm),Perch-likes,11408
Diapterus rhombeus,Caitipa mojarra,Medium demersals (30 - 89 cm),Perch-likes,7696
Umbrina canariensis,Canary drum,Medium demersals (30 - 89 cm),Perch-likes,313
Nemadactylus bergi,Castaneta,Medium demersals (30 - 89 cm),Perch-likes,1274
Pinguipes chilensis,Chilean sandperch,Medium demersals (30 - 89 cm),Perch-likes,772
Epinephelus morrhua,Comet grouper,Medium demersals (30 - 89 cm),Perch-likes,585
Cilus gilberti,Corvina drum,Medium demersals (30 - 89 cm),Perch-likes,23542
Pristipomoides filamentosus,Crimson jobfish,Medium demersals (30 - 89 cm),Perch-likes,40756
Sciaenidae,"Drums, croakers",Medium demersals (30 - 89 cm),Perch-likes,16032331
Paristiopterus labiosus,Giant boarfish,Medium demersals (30 - 89 cm),Perch-likes,6
Sparus aurata,Gilthead seabream,Medium demersals (30 - 89 cm),Perch-likes,101694
Pristipomoides multidens,Goldbanded jobfish,Medium demersals (30 - 89 cm),Perch-likes,18766
Pristipomoides flavipinnis,Golden eye jobfish,Medium demersals (30 - 89 cm),Perch-likes,178
Chrysoblephus,Golden seabreams,Medium demersals (30 - 89 cm),Perch-likes,4303
Nemipterus virgatus,Golden threadfin bream,Medium demersals (30 - 89 cm),Perch-likes,626569
Pristipomoides auricilla,Goldflag jobfish,Medium demersals (30 - 89 cm),Perch-likes,1
Rhabdosargus sarba,Goldlined seabream,Medium demersals (30 - 89 cm),Perch-likes,2551
Acanthopagrus berda,Goldsilk seabream,Medium demersals (30 - 89 cm),Perch-likes,793
Trachinus draco,Greater weever,Medium demersals (30 - 89 cm),Perch-likes,4393
Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,792534
Pomadasys,Grunters,Medium demersals (30 - 89 cm),Perch-likes,358110
Terapontidae,"Grunters, tigerperches",Medium demersals (30 - 89 cm),Perch-likes,408443
Menticirrhus littoralis,Gulf kingcroaker,Medium demersals (30 - 89 cm),Perch-likes,14986
Trachinotus mookalee,Indian pompano,Medium demersals (30 - 89 cm),Perch-likes,2134
Cynoscion jamaicensis,Jamaica weakfish,Medium demersals (30 - 89 cm),Perch-likes,59405
Trachurus japonicus,Japanese jack mackerel,Medium demersals (30 - 89 cm),Perch-likes,3973679
Terapon jarbua,Jarbua terapon,Medium demersals (30 - 89 cm),Perch-likes,72593
Pristipomoides,Jobfishes,Medium demersals (30 - 89 cm),Perch-likes,368044
Argyrops spinifer,King soldierbream,Medium demersals (30 - 89 cm),Perch-likes,57387
Macrodon ancylodon,King weakfish,Medium demersals (30 - 89 cm),Perch-likes,765242
Menticirrhus,Kingcroakers,Medium demersals (30 - 89 cm),Perch-likes,54137
Liza saliens,Leaping mullet,Medium demersals (30 - 89 cm),Perch-likes,328
Mugil liza,Lebranche mullet,Medium demersals (30 - 89 cm),Perch-likes,189766
Lethrinus olivaceus,Longface emperor,Medium demersals (30 - 89 cm),Perch-likes,50328
Selene vomer,Lookdown,Medium demersals (30 - 89 cm),Perch-likes,2164
Cynoscion reticulatus,Mexican striped weakfish,Medium demersals (30 - 89 cm),Perch-likes,6254
Miichthys miiuy,Mi-iuy croaker,Medium demersals (30 - 89 cm),Perch-likes,413475
Wattsia mossambica,Mozambique largeeye bream,Medium demersals (30 - 89 cm),Perch-likes,11
Pristipomoides zonatus,Oblique-banded snapper,Medium demersals (30 - 89 cm),Perch-likes,86
Lethrinus obsoletus,Orangestriped emperor,Medium demersals (30 - 89 cm),Perch-likes,10843
Pristipomoides argyrogrammicus,Ornate jobfish,Medium demersals (30 - 89 cm),Perch-likes,0
Prolatilus jugularis,Pacific sandperch,Medium demersals (30 - 89 cm),Perch-likes,1529
Pomadasys panamensis,Panama grunt,Medium demersals (30 - 89 cm),Perch-likes,1027
Parona signata,Parona leatherjacket,Medium demersals (30 - 89 cm),Perch-likes,1143
Perciformes,Perch-likes,Medium demersals (30 - 89 cm),Perch-likes,7180312
Cynoscion analis,Peruvian weakfish,Medium demersals (30 - 89 cm),Perch-likes,307
Lethrinus lentjan,Pink ear emperor,Medium demersals (30 - 89 cm),Perch-likes,86477
Nemadactylus,Porae,Medium demersals (30 - 89 cm),Perch-likes,9328
Cepola macrophthalma,Red bandfish,Medium demersals (30 - 89 cm),Perch-likes,329
Mullus barbatus barbatus,Red mullet,Medium demersals (30 - 89 cm),Perch-likes,285958
Pagellus bellottii,Red pandora,Medium demersals (30 - 89 cm),Perch-likes,913
Plectorhinchus mediterraneus,Rubberlip grunt,Medium demersals (30 - 89 cm),Perch-likes,24
Paracaesio kusakarii,Saddle-back snapper,Medium demersals (30 - 89 cm),Perch-likes,1
Pinguipedidae,Sandperches,Medium demersals (30 - 89 cm),Perch-likes,6876
Scatophagus,Scats,Medium demersals (30 - 89 cm),Perch-likes,17508
Archosargus probatocephalus,Sheepshead,Medium demersals (30 - 89 cm),Perch-likes,54214
Lutjanus vivanus,Silk snapper,Medium demersals (30 - 89 cm),Perch-likes,12729
Pomadasys argenteus,Silver grunt,Medium demersals (30 - 89 cm),Perch-likes,18370
Sillago sihama,Silver sillago,Medium demersals (30 - 89 cm),Perch-likes,14779
Polydactylus sexfilis,Sixfinger threadfin,Medium demersals (30 - 89 cm),Perch-likes,2697
Nebris microps,Smalleye croaker,Medium demersals (30 - 89 cm),Perch-likes,23007
Epinephelus polylepis,Smallscaled grouper,Medium demersals (30 - 89 cm),Perch-likes,2688
Sillaginidae,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,527510
Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,454373
Cynoscion leiarchus,Smooth weakfish,Medium demersals (30 - 89 cm),Perch-likes,35324
Liza haematocheila,So-iny mullet,Medium demersals (30 - 89 cm),Perch-likes,1312527
Sparidentex hasta,Sobaity seabream,Medium demersals (30 - 89 cm),Perch-likes,2909
Diplodus argenteus argenteus,South American silver porgy,Medium demersals (30 - 89 cm),Perch-likes,180
Menticirrhus americanus,Southern kingcroaker,Medium demersals (30 - 89 cm),Perch-likes,14423
Lutjanus purpureus,Southern red snapper,Medium demersals (30 - 89 cm),Perch-likes,174057
Lethrinus nebulosus,Spangled emperor,Medium demersals (30 - 89 cm),Perch-likes,329565
Scatophagus argus,Spotted scat,Medium demersals (30 - 89 cm),Perch-likes,1146
Cynoscion nebulosus,Spotted weakfish,Medium demersals (30 - 89 cm),Perch-likes,164572
Uranoscopus,Stargazers,Medium demersals (30 - 89 cm),Perch-likes,2050
Cynoscion guatucupa,Stripped weakfish,Medium demersals (30 - 89 cm),Perch-likes,373788
Gerres longirostris,Strongspine silver-biddy,Medium demersals (30 - 89 cm),Perch-likes,1854
Mullus surmuletus,Surmullet,Medium demersals (30 - 89 cm),Perch-likes,127549
Nemadactylus macropterus,Tarakihi,Medium demersals (30 - 89 cm),Perch-likes,13293
Terapon,Terapons,Medium demersals (30 - 89 cm),Perch-likes,268592
Chelon labrosus,Thicklip grey mullet,Medium demersals (30 - 89 cm),Perch-likes,5884
Malacanthidae,Tilefishes,Medium demersals (30 - 89 cm),Perch-likes,21774
Genyatremus luteus,Torroto grunt,Medium demersals (30 - 89 cm),Perch-likes,44086
Latridae,Trumpeters,Medium demersals (30 - 89 cm),Perch-likes,27
Rhomboplites aurorubens,Vermilion snapper,Medium demersals (30 - 89 cm),Perch-likes,102655
Cynoscion,Weakfishes,Medium demersals (30 - 89 cm),Perch-likes,979248
Trachinidae,Weeverfishes,Medium demersals (30 - 89 cm),Perch-likes,8863
Trachinus,Weevers,Medium demersals (30 - 89 cm),Perch-likes,36
Diplodus sargus sargus,White seabream,Medium demersals (30 - 89 cm),Perch-likes,39102
Micropogonias furnieri,Whitemouth croaker,Medium demersals (30 - 89 cm),Perch-likes,1307083
Acanthopagrus latus,Yellowfin seabream,Medium demersals (30 - 89 cm),Perch-likes,45977
Neomyxus leuciscus,Acutejawed mullet,Medium demersals (30 - 89 cm),Perch-likes,124
Micropogonias undulatus,Atlantic croaker,Medium demersals (30 - 89 cm),Perch-likes,1258606
Caulolatilus chrysops,Atlantic goldeye tilefish,Medium demersals (30 - 89 cm),Perch-likes,56
Menticirrhus saxatilis,Northern kingcroaker,Medium demersals (30 - 89 cm),Perch-likes,689
Mulloidichthys pfluegeri,Orange goatfish,Medium demersals (30 - 89 cm),Perch-likes,72
Orthopristis chrysoptera,Pigfish,Medium demersals (30 - 89 cm),Perch-likes,2888
Cynoscion arenarius,Sand weakfish,Medium demersals (30 - 89 cm),Perch-likes,16230
Stenotomus chrysops,Scup,Medium demersals (30 - 89 cm),Perch-likes,0
Leiostomus xanthurus,Spot croaker,Medium demersals (30 - 89 cm),Perch-likes,4016
Cynoscion regalis,Squeteague,Medium demersals (30 - 89 cm),Perch-likes,2
Alectis alexandrina,Alexandria pompano,Medium pelagics (30 - 89 cm),Perch-likes,0
Chloroscombrus chrysurus,Atlantic bumper,Medium pelagics (30 - 89 cm),Perch-likes,98896
Scomber colias,Atlantic chub mackerel,Medium pelagics (30 - 89 cm),Perch-likes,4473
Trachurus trachurus,Atlantic horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,460223
Scomber scombrus,Atlantic mackerel,Medium pelagics (30 - 89 cm),Perch-likes,305541
Scomberomorus maculatus,Atlantic Spanish mackerel,Medium pelagics (30 - 89 cm),Perch-likes,239094
Sphyraena novaehollandiae,Australian barracuda,Medium pelagics (30 - 89 cm),Perch-likes,1625
Arripis trutta,Australian salmon,Medium pelagics (30 - 89 cm),Perch-likes,49642
Selar crumenophthalmus,Bigeye scad,Medium pelagics (30 - 89 cm),Perch-likes,4219478
Scomber australasicus,Blue mackerel,Medium pelagics (30 - 89 cm),Perch-likes,180397
Joturus pichardi,Bobo mullet,Medium pelagics (30 - 89 cm),Perch-likes,5180
Trachurus capensis,Cape horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,513185
Trachurus murphyi,Chilean jack mackerel,Medium pelagics (30 - 89 cm),Perch-likes,14230641
Scomber japonicus,Chub mackerel,Medium pelagics (30 - 89 cm),Perch-likes,10540758
Scomber,Chub mackerels,Medium pelagics (30 - 89 cm),Perch-likes,9356854
Uraspis secunda,Cottonmouth jack,Medium pelagics (30 - 89 cm),Perch-likes,378
Lactarius lactarius,False trevally,Medium pelagics (30 - 89 cm),Perch-likes,842078
Liza aurata,Golden grey mullet,Medium pelagics (30 - 89 cm),Perch-likes,1601
Carangoides talamparoides,Imposter trevally,Medium pelagics (30 - 89 cm),Perch-likes,9097
Rastrelliger kanagurta,Indian mackerel,Medium pelagics (30 - 89 cm),Perch-likes,23097654
Rastrelliger,Indian mackerels,Medium pelagics (30 - 89 cm),Perch-likes,4792210
Decapterus russelli,Indian scad,Medium pelagics (30 - 89 cm),Perch-likes,6452438
Scomberomorus guttatus,Indo-Pacific king mackerel,Medium pelagics (30 - 89 cm),Perch-likes,2233813
Carangoides orthogrammus,Island trevally,Medium pelagics (30 - 89 cm),Perch-likes,19786
Trachurus,"Jacks, horse mackerels",Medium pelagics (30 - 89 cm),Perch-likes,444461
Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,32153554
Decapterus macarellus,Mackerel scad,Medium pelagics (30 - 89 cm),Perch-likes,25343
Trachurus mediterraneus,Mediterranean horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,25068
Centrolophidae,Medusafishes,Medium pelagics (30 - 89 cm),Perch-likes,5508
Liza,Mullets,Medium pelagics (30 - 89 cm),Perch-likes,7079
Scomberoides tol,Needlescaled queenfish,Medium pelagics (30 - 89 cm),Perch-likes,5765
Trachurus symmetricus,Pacific jack mackerel,Medium pelagics (30 - 89 cm),Perch-likes,5153
